field1,Year,Ceremony,Award ID,Award Type,Award Name,Work,Nominee,Winner
22097,2018,61,584,Work,Best Alternative Music Album,Tranquility Base Hotel + Casino,Arctic Monkeys,FALSE
22098,2018,61,584,Work,Best Alternative Music Album,Utopia,Bj枚rk,FALSE
22099,2018,61,584,Work,Best Alternative Music Album,American Utopia,David Byrne,FALSE
22100,2018,61,584,Work,Best Alternative Music Album,Masseduction,St. Vincent,FALSE
22101,2018,61,584,Work,Best Alternative Music Album,Colors,Beck,TRUE
22102,2018,61,585,Work,Best Traditional Blues Album,No Mercy In This Land,Ben Harper And Charlie Musselwhite,FALSE
22103,2018,61,585,Work,Best Traditional Blues Album,Benton County Relic,Cedric Burnside,FALSE
22104,2018,61,585,Work,Best Traditional Blues Album,Something Smells Funky 'Round Here,Elvin Bishop's Big Fun Trio,FALSE
22105,2018,61,585,Work,Best Traditional Blues Album,Don't You Feel My Leg (The Naughty Bawdy Blues Of Blue Lu Barker),Maria Muldaur,FALSE
22106,2018,61,585,Work,Best Traditional Blues Album,The Blues Is Alive And Well,Buddy Guy,TRUE
22107,2018,61,586,Work,Best Contemporary Blues Album,Out Of The Blues,Boz Scaggs,FALSE
22108,2018,61,586,Work,Best Contemporary Blues Album,Cry No More,Danielle Nicole,FALSE
22109,2018,61,586,Work,Best Contemporary Blues Album,Here In Babylon,Teresa James And The Rhythm Tramps,FALSE
22110,2018,61,586,Work,Best Contemporary Blues Album,Victor Wainwright And The Train,Victor Wainwright And The Train,FALSE
22111,2018,61,586,Work,Best Contemporary Blues Album,Please Don't Be Dead,Fantastic Negrito,TRUE
22112,2018,61,594,Work,Best Orchestral Performance,"Ruggles, Stucky & Harbison: Orchestral Works","David Alan Miller, conductor (National Orchestral Institute Philharmonic)",FALSE
22113,2018,61,594,Work,Best Orchestral Performance,Beethoven: Symphony No. 3; Strauss: Horn Concerto No. 1,"Manfred Honeck, conductor (Pittsburgh Symphony Orchestra)",FALSE
22114,2018,61,594,Work,Best Orchestral Performance,Schumann: Symphonies Nos. 1-4,"Michael Tilson Thomas, conductor (San Francisco Symphony)",FALSE
22115,2018,61,594,Work,Best Orchestral Performance,Nielsen: Symphony No. 3 & Symphony No. 4,"Thomas Dausgaard, conductor (Seattle Symphony)",FALSE
22116,2018,61,594,Work,Best Orchestral Performance,Shostakovich: Symphonies Nos. 4 & 11,"Andris Nelsons, conductor (Boston Symphony Orchestra); Tim Martyn, producer; Shawn Murphy & Nick Squire, engineers/mixers",TRUE
22117,2018,61,595,Work,Best Opera Recording,Lully: Alceste,"Christophe Rousset, conductor; Edwin Crossley-Mercer, Emiliano Gonzalez Toro & Judith Van Wanroij; Maximilien Ciup, producer (Les Talens Lyriques; Choeur De Chambre De Namur)",FALSE
22118,2018,61,595,Work,Best Opera Recording,Verdi: Rigoletto,"Constantine Orbelian, conductor; Francesco Demuro, Dmitri Hvorostovsky & Nadine Sierra; Vilius Keras & Aleksandra Keriene, producers (Kaunas City Symphony Orchestra; Men Of The Kaunas State Choir)",FALSE
22119,2018,61,595,Work,Best Opera Recording,Adams: Doctor Atomic,"John Adams, conductor; Aubrey Allicock, Julia Bullock, Gerald Finley & Brindley Sherratt; Friedemann Engelbrecht, producer (BBC Symphony Orchestra; BBC Singers)",FALSE
22120,2018,61,595,Work,Best Opera Recording,"Strauss, R.: Der Rosenkavalier","Sebastian Weigle, conductor; Ren茅e Fleming, Elina Garanca, G眉nther Groissb枚ck & Erin Morley; David Frost, producer (Metropolitan Opera Orchestra; Metropolitan Opera Chorus)",FALSE
22121,2018,61,595,Work,Best Opera Recording,Bates: The (R)evolution Of Steve Jobs,"Michael Christie, conductor; Sasha Cooke, Jessica E. Jones, Edward Parks, Garrett Sorenson & Wei Wu; Elizabeth Ostrow, producer (The Santa Fe Opera Orchestra); Mark Donahue & Dirk Sobotka, engineers; Mark Donahue, mixer",TRUE
22122,2018,61,596,Work,Best Choral Performance,Rachmaninov: The Bells,"Mariss Jansons, conductor; Peter Dijkstra, chorus master (Oleg Dolgov, Alexey Markov & Tatiana Pavlovskaya; Symphonieorchester Des Bayerischen Rundfunks; Chor Des Bayerischen Rundfunks)",FALSE
22123,2018,61,596,Work,Best Choral Performance,Seven Words From The Cross,"Matthew Guard, conductor (Skylark)",FALSE
22124,2018,61,596,Work,Best Choral Performance,Kastalsky: Memory Eternal,"Steven Fox, conductor (The Clarion Choir)",FALSE
22125,2018,61,596,Work,Best Choral Performance,Chesnokov: Teach Me Thy Statutes,"Vladimir Gorbik, conductor (Mikhail Davydov & Vladimir Krasov; PaTRAM Institute Male Choir)",FALSE
22126,2018,61,596,Work,Best Choral Performance,McLoskey: Zealot Canticles,"Donald Nally, conductor (Doris Hall-Gulati, Rebecca Harris, Arlen Hlusko, Lorenzo Raval & Mandy Wolman; The Crossing); Paul Vazquez, producer",TRUE
22127,2018,61,601,Work,Best Contemporary Classical Composition,Du Yun: Air Glow,"Du Yun, composer (International Contemporary Ensemble)",FALSE
22128,2018,61,601,Work,Best Contemporary Classical Composition,Heggie: Great Scott,"Jake Heggie, composer; Terrence McNally, librettist (Patrick Summers, Manuel Palazzo, Mark Hancock, Michael Mayes, Rodell Rosel, Kevin Burdette, Anthony Roth Costanzo, Nathan Gunn, Frederica von Stade, Ailyn P茅rez, Joyce DiDonato, Dallas Opera Chorus & Orchestra)",FALSE
22129,2018,61,601,Work,Best Contemporary Classical Composition,Bates: The (R)evolution Of Steve Jobs,"Mason Bates, composer; Mark Campbell, librettist (Michael Christie, Garrett Sorenson, Wei Wu, Sasha Cooke, Edward Parks, Jessica E. Jones & Santa Fe Opera Orchestra)",FALSE
22130,2018,61,601,Work,Best Contemporary Classical Composition,Mazzoli: Vespers For Violin,"Missy Mazzoli, composer (Olivia De Prato)",FALSE
22131,2018,61,601,Work,Best Contemporary Classical Composition,Kernis: Violin Concerto,"Aaron Jay Kernis, composer (James Ehnes, Ludovic Morlot & Seattle Symphony)",TRUE
22132,2018,61,609,Work,Best Country Song,When Someone Stops Loving You,"Hillary Lindsey, Chase McGill & Lori McKenna, songwriters (Little Big Town)",FALSE
22133,2018,61,609,Work,Best Country Song,Break Up In The End,"Jessie Jo Dillon, Chase McGill & Jon Nite, songwriters (Cole Swindell)",FALSE
22134,2018,61,609,Work,Best Country Song,Tequila,"Nicolle Galyon, Jordan Reynolds & Dan Smyers, songwriters (Dan + Shay)",FALSE
22135,2018,61,609,Work,Best Country Song,I Lived It,"Rhett Akins, Ross Copperman, Ashley Gorley & Ben Hayslip, songwriters (Blake Shelton)",FALSE
22136,2018,61,609,Work,Best Country Song,Dear Hate,"Tom Douglas, David Hodges & Maren Morris, songwriters (Maren Morris Featuring Vince Gill)",FALSE
22137,2018,61,609,Work,Best Country Song,Space Cowboy,"Luke Laird, Shane McAnally & Kacey Musgraves, songwriters (Kacey Musgraves)",TRUE
22138,2018,61,610,Work,Best Country Album,Girl Going Nowhere,Ashley McBryde,FALSE
22139,2018,61,610,Work,Best Country Album,Port Saint Joe,Brothers Osborne,FALSE
22140,2018,61,610,Work,Best Country Album,From A Room: Volume 2,Chris Stapleton,FALSE
22141,2018,61,610,Work,Best Country Album,Unapologetically,Kelsea Ballerini,FALSE
22142,2018,61,610,Work,Best Country Album,Golden Hour,Kacey Musgraves,TRUE
22143,2018,61,611,Work,Best Bluegrass Album,Portraits In Fiddles,Mike Barnett,FALSE
22144,2018,61,611,Work,Best Bluegrass Album,Sister Sadie II,Sister Sadie,FALSE
22145,2018,61,611,Work,Best Bluegrass Album,Rivers And Roads,Special Consensus,FALSE
22146,2018,61,611,Work,Best Bluegrass Album,North Of Despair,Wood & Wire,FALSE
22147,2018,61,611,Work,Best Bluegrass Album,The Travelin' McCourys,The Travelin' McCourys,TRUE
22148,2018,61,612,Work,Best Instrumental Composition,Infinity War,"Alan Silvestri, composer (Alan Silvestri)",FALSE
22149,2018,61,612,Work,Best Instrumental Composition,The Shape Of Water,"Alexandre Desplat, composer (Alexandre Desplat)",FALSE
22150,2018,61,612,Work,Best Instrumental Composition,Chrysalis,"Jeremy Kittel, composer (Kittel & Co.)",FALSE
22151,2018,61,612,Work,Best Instrumental Composition,Mine Mission,"John Powell & John Williams, composers (John Powell & John Williams)",FALSE
22152,2018,61,612,Work,Best Instrumental Composition,Blut Und Boden (Blood And Soil),"Terence Blanchard, composer (Terence Blanchard)",TRUE
22153,2018,61,613,Work,Best Score Soundtrack For Visual Media,The Shape Of Water,"Alexandre Desplat, composer",FALSE
22154,2018,61,613,Work,Best Score Soundtrack For Visual Media,Blade Runner 2049,"Benjamin Wallfisch & Hans Zimmer, composers",FALSE
22155,2018,61,613,Work,Best Score Soundtrack For Visual Media,Star Wars: The Last Jedi,"John Williams, composer",FALSE
22156,2018,61,613,Work,Best Score Soundtrack For Visual Media,Coco,"Michael Giacchino, composer",FALSE
22157,2018,61,613,Work,Best Score Soundtrack For Visual Media,Black Panther,"Ludwig G枚ransson, composer; Ludwig G枚ransson, producer; Chris Fogel, engineer/mixer",TRUE
22158,2018,61,614,Work,Best Song Written For Visual Media,This Is Me,"Benj Pasek & Justin Paul, songwriters (Keala Settle & The Greatest Showman Ensemble)",FALSE
22159,2018,61,614,Work,Best Song Written For Visual Media,All The Stars,"Kendrick Duckworth, Sol谩na Rowe, Alexander William Shuckburgh, Mark Anthony Spears & Anthony Tiffith, songwriters (Kendrick Lamar & SZA)",FALSE
22160,2018,61,614,Work,Best Song Written For Visual Media,Remember Me,"Kristen Anderson-Lopez & Robert Lopez, songwriters (Miguel Featuring Natalia Lafourcade)",FALSE
22161,2018,61,614,Work,Best Song Written For Visual Media,Mystery Of Love,"Sufjan Stevens, songwriter (Sufjan Stevens)",FALSE
22162,2018,61,614,Work,Best Song Written For Visual Media,Shallow,"Lady Gaga, Mark Ronson, Anthony Rossomando & Andrew Wyatt, songwriters (Lady Gaga & Bradley Cooper)",TRUE
22163,2018,61,615,Work,Best Boxed Or Special Limited Edition Package,Appetite For Destruction (Locked N' Loaded Box),"Arian Buhler, Charles Dooher, Jeff Fura, Scott Sandler & Matt Taylor, art directors (Guns N' Roses)",FALSE
22164,2018,61,615,Work,Best Boxed Or Special Limited Edition Package,I鈥檒l Be Your Girl,"Carson Ellis, Jeri Heiden & Glen Nakasako, art directors (The Decemberists)",FALSE
22165,2018,61,615,Work,Best Boxed Or Special Limited Edition Package,Pacific Northwest '73-74': The Complete Recordings,"Lisa Glines, Doran Tyson & Roy Henry Vickers, art directors (Grateful Dead)",FALSE
22166,2018,61,615,Work,Best Boxed Or Special Limited Edition Package,Too Many Bad Habits,"Sarah Dodds & Shauna Dodds, art directors (Johnny Nicholas)",FALSE
22167,2018,61,615,Work,Best Boxed Or Special Limited Edition Package,Squeeze Box: The Complete Works Of \,"Meghan Foley, Annie Stoll & Al Yankovic, art directors (""Weird Al"" Yankovic)",TRUE
22168,2018,61,618,Work,"Best Arrangement, Instrumental Or A Cappella",The Shape Of Water,"Alexandre Desplat, arranger (Alexandre Desplat)",FALSE
22169,2018,61,618,Work,"Best Arrangement, Instrumental Or A Cappella",Madrid Finale,"John Powell, arranger (John Powell)",FALSE
22170,2018,61,618,Work,"Best Arrangement, Instrumental Or A Cappella",Change The World,"Mark Kibble, arranger (Take 6)",FALSE
22171,2018,61,618,Work,"Best Arrangement, Instrumental Or A Cappella",Batman Theme (TV),"Randy Waldman & Justin Wilson, arrangers (Randy Waldman Featuring Wynton Marsalis)",FALSE
22172,2018,61,618,Work,"Best Arrangement, Instrumental Or A Cappella",Stars And Stripes Forever,"John Daversa, arranger (John Daversa Big Band Featuring DACA Artists)",TRUE
22173,2018,61,619,Work,"Best Arrangement, Instruments And Vocals",Jolene,"Dan Pugach & Nicole Zuraitis, arrangers (Dan Pugach)",FALSE
22174,2018,61,619,Work,"Best Arrangement, Instruments And Vocals",Ni帽a,"Gonzalo Grau, arranger (Magos Herrera & Brooklyn Rider)",FALSE
22175,2018,61,619,Work,"Best Arrangement, Instruments And Vocals",It Was A Very Good Year,"Matt Rollings & Kristin Wilkinson, arrangers (Willie Nelson)",FALSE
22176,2018,61,619,Work,"Best Arrangement, Instruments And Vocals",Mona Lisa,"Vince Mendoza, arranger (Gregory Porter)",FALSE
22177,2018,61,619,Work,"Best Arrangement, Instruments And Vocals",Spiderman Theme,"Mark Kibble, Randy Waldman & Justin Wilson, arrangers (Randy Waldman Featuring Take 6 & Chris Potter)",TRUE
22178,2018,61,620,Work,Best Recording Package,Well Kept Thing,"Adam Moore, art director (Foxhole)",FALSE
22179,2018,61,620,Work,Best Recording Package,Love Yourself: Tear,"Doohee Lee, art director (BTS)",FALSE
22180,2018,61,620,Work,Best Recording Package,Be The Cowboy,"Mary Banas, art director (Mitski)",FALSE
22181,2018,61,620,Work,Best Recording Package,The Offering,"Qing-Yang Xiao, art director (The Chairman)",FALSE
22182,2018,61,620,Work,Best Recording Package,Masseduction,"Willo Perron, art director (St. Vincent)",TRUE
22183,2018,61,621,Work,Best Album Notes,Trouble No More: The Bootleg Series Vol. 13 / 1979-1981 (Deluxe Edition),"Amanda Petrusich, album notes writer (Bob Dylan)",FALSE
22184,2018,61,621,Work,Best Album Notes,The 1960 Time Sessions,"Ben Ratliff, album notes writer (Sonny Clark Trio)",FALSE
22185,2018,61,621,Work,Best Album Notes,The Product Of Our Souls: The Sound And Sway Of James Reese Europe's Society Orchestra,"David Gilbert, album notes writer (Various Artists)",FALSE
22186,2018,61,621,Work,Best Album Notes,"Alpine Dreaming: The Helvetia Records Story, 1920-1924","James P. Leary, album notes writer (Various Artists)",FALSE
22187,2018,61,621,Work,Best Album Notes,"4 Banjo Songs, 1891-1897: Foundational Recordings Of America鈥橲 Iconic Instrument","Richard Martin & Ted Olson, album notes writers (Charles A. Asbury)",FALSE
22188,2018,61,621,Work,Best Album Notes,Voices Of Mississippi: Artists And Musicians Documented By William Ferris,"David Evans, album notes writer (Various Artists)",TRUE
22189,2018,61,622,Work,Best Historical Album,Battleground Korea: Songs And Sounds Of America's Forgotten War,"Hugo Keesing, compilation producer; Christian Zwarg, mastering engineer (Various Artists)",FALSE
22190,2018,61,622,Work,Best Historical Album,At The Louisiana Hayride Tonight...,"Martin Hawkins, compilation producer; Christian Zwarg, mastering engineer (Various Artists)",FALSE
22191,2018,61,622,Work,Best Historical Album,Any Other Way,"Rob Bowman, Douglas Mcgowan, Rob Sevier & Ken Shipley, compilation producers; Jeff Lipton & Maria Rice, mastering engineers (Jackie Shane)",FALSE
22192,2018,61,622,Work,Best Historical Album,A Rhapsody In Blue - The Extraordinary Life Of Oscar Levant,"Robert Russ, compilation producer; Andreas K. Meyer & Rebekah Wineman, mastering engineers (Oscar Levant)",FALSE
22193,2018,61,622,Work,Best Historical Album,Voices Of Mississippi: Artists And Musicians Documented By William Ferris,"William Ferris, April Ledbetter & Steven Lance Ledbetter, compilation producers; Michael Graves, mastering engineer (Various Artists)",TRUE
22194,2018,61,627,Work,Record Of The Year,The Joke,Brandi Carlile,FALSE
22195,2018,61,627,Work,Record Of The Year,I Like It,"Cardi B, Bad Bunny & J Balvin",FALSE
22196,2018,61,627,Work,Record Of The Year,God's Plan,Drake,FALSE
22197,2018,61,627,Work,Record Of The Year,All The Stars,Kendrick Lamar & SZA,FALSE
22198,2018,61,627,Work,Record Of The Year,Shallow,Lady Gaga & Bradley Cooper,FALSE
22199,2018,61,627,Work,Record Of The Year,Rockstar,Post Malone Featuring 21 Savage,FALSE
22200,2018,61,627,Work,Record Of The Year,The Middle,"Zedd, Maren Morris & Grey",FALSE
22201,2018,61,627,Work,Record Of The Year,This Is America,Childish Gambino,TRUE
22202,2018,61,628,Work,Album Of The Year,"Black Panther: The Album, Music From And Inspired By",(Various Artists),FALSE
22203,2018,61,628,Work,Album Of The Year,"By The Way, I Forgive You",Brandi Carlile,FALSE
22204,2018,61,628,Work,Album Of The Year,Invasion Of Privacy,Cardi B,FALSE
22205,2018,61,628,Work,Album Of The Year,Scorpion,Drake,FALSE
22206,2018,61,628,Work,Album Of The Year,H.E.R.,H.E.R.,FALSE
22207,2018,61,628,Work,Album Of The Year,Dirty Computer,Janelle Mon谩e,FALSE
22208,2018,61,628,Work,Album Of The Year,Beerbongs & Bentleys,Post Malone,FALSE
22209,2018,61,628,Work,Album Of The Year,Golden Hour,Kacey Musgraves,TRUE
22210,2018,61,629,Work,Song Of The Year,God's Plan,"Aubrey Graham, Daveon Jackson, Brock Korsan, Ron LaTour, Matthew Samuels & Noah Shebib, songwriters (Drake)",FALSE
22211,2018,61,629,Work,Song Of The Year,The Joke,"Brandi Carlile, Dave Cobb, Phil Hanseroth & Tim Hanseroth, songwriters (Brandi Carlile)",FALSE
22212,2018,61,629,Work,Song Of The Year,All The Stars,"Kendrick Duckworth, Sol谩na Rowe, Al Shuckburgh, Mark Spears & Anthony Tiffith, songwriters (Kendrick Lamar & SZA)",FALSE
22213,2018,61,629,Work,Song Of The Year,Shallow,"Lady Gaga, Mark Ronson, Anthony Rossomando & Andrew Wyatt, songwriters (Lady Gaga & Bradley Cooper)",FALSE
22214,2018,61,629,Work,Song Of The Year,Boo'd Up,"Roderick Pusharod Bullock, Larrance Dopson, Joelle James, Ella Mai & Dijon McFarlane, songwriters (Ella Mai)",FALSE
22215,2018,61,629,Work,Song Of The Year,The Middle,"Sarah Aarons, Jordan K. Johnson, Stefan Johnson, Marcus Lomax, Kyle Trewartha, Michael Trewartha & Anton Zaslavski, songwriters (Zedd, Maren Morris & Grey)",FALSE
22216,2018,61,629,Work,Song Of The Year,In My Blood,"Teddy Geiger, Scott Harris, Shawn Mendes & Geoffrey Warburton, songwriters (Shawn Mendes)",FALSE
22217,2018,61,629,Work,Song Of The Year,This Is America,"Donald Glover, Ludwig G枚ransson & Jeffery Lamar Williams, songwriters (Childish Gambino)",TRUE
22218,2018,61,630,Nominee,Best New Artist,,Bebe Rexha,FALSE
22219,2018,61,630,Nominee,Best New Artist,,Chloe x Halle,FALSE
22220,2018,61,630,Nominee,Best New Artist,,Greta Van Fleet,FALSE
22221,2018,61,630,Nominee,Best New Artist,,H.E.R.,FALSE
22222,2018,61,630,Nominee,Best New Artist,,Jorja Smith,FALSE
22223,2018,61,630,Nominee,Best New Artist,,Luke Combs,FALSE
22224,2018,61,630,Nominee,Best New Artist,,Margo Price,FALSE
22225,2018,61,630,Nominee,Best New Artist,,Dua Lipa,TRUE
22226,2018,61,658,Work,Best Jazz Vocal Album,My Mood Is You,Freddy Cole,FALSE
22227,2018,61,658,Work,Best Jazz Vocal Album,The Subject Tonight Is Love,"Kate McGarry, Keith Ganz & Gary Versace",FALSE
22228,2018,61,658,Work,Best Jazz Vocal Album,The Questions,Kurt Elling,FALSE
22229,2018,61,658,Work,Best Jazz Vocal Album,If You Really Want,Raul Mid贸n With The Metropole Orkest Conducted By Vince Mendoza,FALSE
22230,2018,61,658,Work,Best Jazz Vocal Album,The Window,C茅cile McLorin Salvant,TRUE
22231,2018,61,659,Work,Best Improvised Jazz Solo,De-Dah,"Brad Mehldau, soloist",FALSE
22232,2018,61,659,Work,Best Improvised Jazz Solo,We See,"Fred Hersch, soloist",FALSE
22233,2018,61,659,Work,Best Improvised Jazz Solo,Cadenas,"Miguel Zen贸n, soloist",FALSE
22234,2018,61,659,Work,Best Improvised Jazz Solo,Some Of That Sunshine,"Regina Carter, soloist",FALSE
22235,2018,61,659,Work,Best Improvised Jazz Solo,Don't Fence Me In,"John Daversa, soloist",TRUE
22236,2018,61,660,Work,Best Jazz Instrumental Album,Seymour Reads The Constitution!,Brad Mehldau Trio,FALSE
22237,2018,61,660,Work,Best Jazz Instrumental Album,Live In Europe,Fred Hersch Trio,FALSE
22238,2018,61,660,Work,Best Jazz Instrumental Album,Still Dreaming,"Joshua Redman, Ron Miles, Scott Colley & Brian Blade",FALSE
22239,2018,61,660,Work,Best Jazz Instrumental Album,Diamond Cut,Tia Fuller,FALSE
22240,2018,61,660,Work,Best Jazz Instrumental Album,Emanon,The Wayne Shorter Quartet,TRUE
22241,2018,61,661,Work,Best Large Jazz Ensemble Album,Barefoot Dances And Other Visions,Jim McNeely & The Frankfurt Radio Big Band,FALSE
22242,2018,61,661,Work,Best Large Jazz Ensemble Album,All Can Work,John Hollenbeck Large Ensemble,FALSE
22243,2018,61,661,Work,Best Large Jazz Ensemble Album,Presence,Orrin Evans And The Captain Black Big Band,FALSE
22244,2018,61,661,Work,Best Large Jazz Ensemble Album,All About That Basie,The Count Basie Orchestra Directed By Scotty Barnhart,FALSE
22245,2018,61,661,Work,Best Large Jazz Ensemble Album,"American Dreamers: Voices Of Hope, Music Of Freedom",John Daversa Big Band Featuring DACA Artists,TRUE
22246,2018,61,662,Work,Best Latin Jazz Album,West Side Story Reimagined,Bobby Sanabria Multiverse Big Band,FALSE
22247,2018,61,662,Work,Best Latin Jazz Album,Heart Of Brazil,Eddie Daniels,FALSE
22248,2018,61,662,Work,Best Latin Jazz Album,Cinque,Elio Villafranca,FALSE
22249,2018,61,662,Work,Best Latin Jazz Album,Yo Soy La Tradici贸n,Miguel Zen贸n Featuring Spektral Quartet,FALSE
22250,2018,61,662,Work,Best Latin Jazz Album,Back To The Sunset,Dafnis Prieto Big Band,TRUE
22251,2018,61,664,Work,Best Latin Pop Album,Vives,Carlos Vives,FALSE
22252,2018,61,664,Work,Best Latin Pop Album,"Musas (Un Homenaje Al Folclore Latinoamericano En Manos De Los Macorinos), Vol. 2",Natalia Lafourcade,FALSE
22253,2018,61,664,Work,Best Latin Pop Album,Prometo,Pablo Albor谩n,FALSE
22254,2018,61,664,Work,Best Latin Pop Album,2:00 AM,Raquel Sof铆a,FALSE
22255,2018,61,664,Work,Best Latin Pop Album,Sincera,Claudia Brant,TRUE
22256,2018,61,665,Work,Best Tropical Latin Album,Pa' Mi Gente,Charlie Aponte,FALSE
22257,2018,61,665,Work,Best Tropical Latin Album,Ponle Actitud,Felipe Pel谩ez,FALSE
22258,2018,61,665,Work,Best Tropical Latin Album,Legado,Formell Y Los Van Van,FALSE
22259,2018,61,665,Work,Best Tropical Latin Album,Orquesta Akok谩n,Orquesta Akok谩n,FALSE
22260,2018,61,665,Work,Best Tropical Latin Album,Anniversary,Spanish Harlem Orchestra,TRUE
22261,2018,61,672,Work,Best Music Video,PYNK,Janelle Mon谩e,FALSE
22262,2018,61,672,Work,Best Music Video,I'm Not Racist,Joyner Lucas,FALSE
22263,2018,61,672,Work,Best Music Video,Apes***,The Carters,FALSE
22264,2018,61,672,Work,Best Music Video,MUMBO JUMBO,Tierra Whack,FALSE
22265,2018,61,672,Work,Best Music Video,This Is America,Childish Gambino,TRUE
22266,2018,61,673,Work,Best Music Film,The King,(Elvis Presley),FALSE
22267,2018,61,673,Work,Best Music Film,Whitney,(Whitney Houston),FALSE
22268,2018,61,673,Work,Best Music Film,Life In 12 Bars,Eric Clapton,FALSE
22269,2018,61,673,Work,Best Music Film,Itzhak,Itzhak Perlman,FALSE
22270,2018,61,673,Work,Best Music Film,Quincy,Quincy Jones,TRUE
22271,2018,61,676,Work,Best New Age Album,Moku Maluhia - Peaceful Island,Jim Kimo West,FALSE
22272,2018,61,676,Work,Best New Age Album,Hiraeth,Lisa Gerrard & David Kuckhermann,FALSE
22273,2018,61,676,Work,Best New Age Album,Beloved,Snatam Kaur,FALSE
22274,2018,61,676,Work,Best New Age Album,Molecules Of Motion,Steve Roach,FALSE
22275,2018,61,676,Work,Best New Age Album,Opium Moon,Opium Moon,TRUE
22276,2018,61,683,Work,Best Pop Vocal Album,Camila,Camila Cabello,FALSE
22277,2018,61,683,Work,Best Pop Vocal Album,Meaning Of Life,Kelly Clarkson,FALSE
22278,2018,61,683,Work,Best Pop Vocal Album,Beautiful Trauma,P!nk,FALSE
22279,2018,61,683,Work,Best Pop Vocal Album,Shawn Mendes,Shawn Mendes,FALSE
22280,2018,61,683,Work,Best Pop Vocal Album,Reputation,Taylor Swift,FALSE
22281,2018,61,683,Work,Best Pop Vocal Album,Sweetener,Ariana Grande,TRUE
22282,2018,61,685,Work,"Best Engineered Album, Non-Classical",Voicenotes,"Manny Marroquin & Charlie Puth, engineers; Dave Kutch, mastering engineer (Charlie Puth)",FALSE
22283,2018,61,685,Work,"Best Engineered Album, Non-Classical",Head Over Heels,"Nathaniel Alford, Jason Evigan, Chris Galland, Tom Gardner, Patrick ""P-Thugg"" Gemayel, Serban Ghenea, John Hanes, Tony Hoffer, Derek Keota, Ian Kirkpatrick, David Macklovitch, Amber Mark, Manny Marroquin, Vaughn Oliver, Chris ""TEK"" O'Ryan, Morgan Taylor Reid & Gian Stone, engineers; Chris Gehringer & Michelle Mancini, mastering engineers (Chromeo)",FALSE
22284,2018,61,685,Work,"Best Engineered Album, Non-Classical",Earthtones,"Robbie Lackritz, engineer; Philip Shaw Bova, mastering engineer (Bahamas)",FALSE
22285,2018,61,685,Work,"Best Engineered Album, Non-Classical",All The Things That I Did And All The Things That I Didn't Do,"Ryan Freeland & Kenneth Pattengale, engineers; Kim Rosen, mastering engineer (The Milk Carton Kids)",FALSE
22286,2018,61,685,Work,"Best Engineered Album, Non-Classical",Colors,"Julian Burg, Serban Ghenea, David 鈥淓levator鈥?Greenbaum, John Hanes, Beck Hansen, Greg Kurstin, Florian Lagatta, Cole M.G.N., Alex Pasco, Jesse Shatkin, Darrell Thorp & Cassidy Turbin, engineers; Chris Bellman, Tom Coyne, Emily Lazar & Randy Merrill, mastering engineers (Beck)",TRUE
22287,2018,61,686,Nominee,"Producer Of The Year, Non-Classical",,Boi-1da,FALSE
22288,2018,61,686,Nominee,"Producer Of The Year, Non-Classical",,Kanye West,FALSE
22289,2018,61,686,Nominee,"Producer Of The Year, Non-Classical",,Larry Klein,FALSE
22290,2018,61,686,Nominee,"Producer Of The Year, Non-Classical",,Linda Perry,FALSE
22291,2018,61,686,Nominee,"Producer Of The Year, Non-Classical",,Pharrell Williams,TRUE
22292,2018,61,687,Work,"Best Engineered Album, Classical",Liquid Melancholy - Clarinet Music Of James M. Stephenson,"Bill Maylone & Mary Mazurek, engineers; Bill Maylone, mastering engineer (John Bruce Yeh)",FALSE
22293,2018,61,687,Work,"Best Engineered Album, Classical",John Williams At The Movies,"Keith O. Johnson & Sean Royce Martin, engineers; Keith O. Johnson, mastering engineer (Jerry Junkin & Dallas Winds)",FALSE
22294,2018,61,687,Work,"Best Engineered Album, Classical",Bates: The (R)evolution Of Steve Jobs,"Mark Donahue & Dirk Sobotka, engineers; Mark Donahue, mastering engineer (Michael Christie, Garrett Sorenson, Wei Wu, Sasha Cooke, Edward Parks, Jessica E. Jones & Santa Fe Opera Orchestra)",FALSE
22295,2018,61,687,Work,"Best Engineered Album, Classical",Beethoven: Symphony No. 3; Strauss: Horn Concerto No. 1,"Mark Donahue, engineer; Mark Donahue, mastering engineer (Manfred Honeck & Pittsburgh Symphony Orchestra)",FALSE
22296,2018,61,687,Work,"Best Engineered Album, Classical",Visions And Variations,"Tom Caulfield, engineer; Jesse Lewis, mastering engineer (A Far Cry)",FALSE
22297,2018,61,687,Work,"Best Engineered Album, Classical",Shostakovich: Symphonies Nos. 4 & 11,"Shawn Murphy & Nick Squire, engineers; Tim Martyn, mastering engineer (Andris Nelsons & Boston Symphony Orchestra)",TRUE
22298,2018,61,688,Nominee,"Producer Of The Year, Classical",,David Frost,FALSE
22299,2018,61,688,Nominee,"Producer Of The Year, Classical",,Dirk Sobotka,FALSE
22300,2018,61,688,Nominee,"Producer Of The Year, Classical",,Elizabeth Ostrow,FALSE
22301,2018,61,688,Nominee,"Producer Of The Year, Classical",,Judith Sherman,FALSE
22302,2018,61,688,Nominee,"Producer Of The Year, Classical",,Blanton Alspaugh,TRUE
