field1,Year,Ceremony,Award ID,Award Type,Award Name,Work,Nominee,Winner
22910,2019,62,782,Work,Best World Music Album,Celia,Angelique Kidjo,TRUE
22911,2019,62,783,Work,Best Urban Contemporary Album,Overload,Georgia Anne Muldrow,FALSE
22912,2019,62,783,Work,Best Urban Contemporary Album,Being Human In Public,Jessie Reyez,FALSE
22913,2019,62,783,Work,Best Urban Contemporary Album,Saturn,NAO,FALSE
22914,2019,62,783,Work,Best Urban Contemporary Album,Apollo XXI,Steve Lacy,FALSE
22915,2019,62,783,Work,Best Urban Contemporary Album,Cuz I Love You (Deluxe),Lizzo,TRUE
22916,2019,62,784,Work,Best Regional Mexican Music Album (Including Tejano),Percepci贸n,Intocable,FALSE
22917,2019,62,784,Work,Best Regional Mexican Music Album (Including Tejano),Caminando,Joss Favela,FALSE
22918,2019,62,784,Work,Best Regional Mexican Music Album (Including Tejano),Poco A Poco,La Energia Norte帽a,FALSE
22919,2019,62,784,Work,Best Regional Mexican Music Album (Including Tejano),20 Aniversario,Mariachi Divas De Cindy Shea,FALSE
22920,2019,62,784,Work,Best Regional Mexican Music Album (Including Tejano),De Ayer Para Siempre,Mariachi Los Camperos,TRUE
22921,2019,62,785,Work,Best Classical Compendium,Leshnoff: Symphony No. 4 'Heichalos'; Guitar Concerto; Starburst,"Giancarlo Guerrero, conductor; Tim Handley, producer",FALSE
22922,2019,62,785,Work,Best Classical Compendium,Saariaho: True Fire; Trans; Ciel D'Hiver,"Hannu Lintu, conductor; Laura Heikinheimo, producer",FALSE
22923,2019,62,785,Work,Best Classical Compendium,American Originals 1918,"John Morris Russell, conductor; Elaine Martone, producer",FALSE
22924,2019,62,785,Work,Best Classical Compendium,Meltzer: Songs And Structures,"Paul Appleby & Natalia Katyukova; Silas Brown & Harold Meltzer, producers",FALSE
22925,2019,62,785,Work,Best Classical Compendium,The Poetry Of Places,"Nadia Shpachenko; Marina A. Ledin & Victor Ledin, producers; Barry Werger-Gottesman, engineer",TRUE
22926,2019,62,850,Work,Best American Roots Song,Black Myself,"Amythyst Kiah, songwriter (Our Native Daughters)",FALSE
22927,2019,62,850,Work,Best American Roots Song,Faraway Look,"Dan Auerbach, Pat McLaughlin & Yola, songwriters (Yola)",FALSE
22928,2019,62,850,Work,Best American Roots Song,Crossing To Jerusalem,"Rosanne Cash & John Leventhal, songwriters (Rosanne Cash)",FALSE
22929,2019,62,850,Work,Best American Roots Song,I Don't Wanna Ride The Rails No More,"Vince Gill, songwriter (Vince Gill)",FALSE
22930,2019,62,850,Work,Best American Roots Song,Call My Name,"Sarah Jarosz, Aoife O'Donovan & Sara Watkins, songwriters (I'm With Her)",TRUE
22931,2019,62,858,Work,Best Contemporary Instrumental Album,Ancestral Recall,Christian Scott aTunde Adjuah,FALSE
22932,2019,62,858,Work,Best Contemporary Instrumental Album,Elevate,Lettuce,FALSE
22933,2019,62,858,Work,Best Contemporary Instrumental Album,Beat Music! Beat Music! Beat Music!,Mark Guiliana,FALSE
22934,2019,62,858,Work,Best Contemporary Instrumental Album,Star People Nation,Theo Croker,FALSE
22935,2019,62,858,Work,Best Contemporary Instrumental Album,Mettavolution,Rodrigo y Gabriela,TRUE
22936,2019,62,859,Work,Best Contemporary Christian Music Performance/Song,Only Jesus,"Casting Crowns; Mark Hall, Bernie Herms & Matthew West, songwriters",FALSE
22937,2019,62,859,Work,Best Contemporary Christian Music Performance/Song,Haven't Seen It Yet,"Danny Gokey; Danny Gokey, Ethan Hulse & Colby Wedgeworth, songwriters",FALSE
22938,2019,62,859,Work,Best Contemporary Christian Music Performance/Song,God's Not Done With You (Single Version),Tauren Wells,FALSE
22939,2019,62,859,Work,Best Contemporary Christian Music Performance/Song,Rescue Story,"Zach Williams; Ethan Hulse, Andrew Ripp, Jonathan Smith & Zach Williams, songwriters",FALSE
22940,2019,62,859,Work,Best Contemporary Christian Music Performance/Song,God Only Knows,"for KING & COUNTRY & Dolly Parton; Josh Kerr, Jordan Reynolds, Joel Smallbone, Luke Smallbone & Tedd Tjornhom, songwriters",TRUE
22941,2019,62,860,Work,Best Gospel Performance/Song,Talkin' 'Bout Jesus,"Gloria Gaynor Featuring Yolanda Adams; Bryan Fowler, Gloria Gaynor & Chris Stevens, songwriters",FALSE
22942,2019,62,860,Work,Best Gospel Performance/Song,Speak The Name,Koryn Hawthorne Featuring Natalie Grant,FALSE
22943,2019,62,860,Work,Best Gospel Performance/Song,This Is A Move (Live),"Tasha Cobbs Leonard; Tony Brown, Brandon Lake, Tasha Cobbs Leonard & Nate Moore, songwriters",FALSE
22944,2019,62,860,Work,Best Gospel Performance/Song,See The Light,Travis Greene Featuring Jekalyn Carr,FALSE
22945,2019,62,860,Work,Best Gospel Performance/Song,Love Theory,"Kirk Franklin; Kirk Franklin, songwriter",TRUE
22946,2019,62,861,Work,Best Roots Gospel Album,"Gonna Sing, Gonna Shout",(Various Artists),FALSE
22947,2019,62,861,Work,Best Roots Gospel Album,Deeper Oceans,Joseph Habedank,FALSE
22948,2019,62,861,Work,Best Roots Gospel Album,Deeper Roots: Where The Bluegrass Grows,Steven Curtis Chapman,FALSE
22949,2019,62,861,Work,Best Roots Gospel Album,His Name Is Jesus,Tim Menzies,FALSE
22950,2019,62,861,Work,Best Roots Gospel Album,Testimony,Gloria Gaynor,TRUE
22951,2019,62,862,Work,Best American Roots Performance,Father Mountain,Calexico And Iron & Wine,FALSE
22952,2019,62,862,Work,Best American Roots Performance,Call My Name,I'm With Her,FALSE
22953,2019,62,862,Work,Best American Roots Performance,I'm On My Way,Rhiannon Giddens with Francesco Turrisi,FALSE
22954,2019,62,862,Work,Best American Roots Performance,Faraway Look,Yola,FALSE
22955,2019,62,862,Work,Best American Roots Performance,Saint Honesty,Sara Bareilles,TRUE
22956,2020,63,584,Work,Best Alternative Music Album,Hyperspace,Beck,FALSE
22957,2020,63,584,Work,Best Alternative Music Album,Jaime,Brittany Howard,FALSE
22958,2020,63,584,Work,Best Alternative Music Album,Punisher,Phoebe Bridgers,FALSE
22959,2020,63,584,Work,Best Alternative Music Album,The Slow Rush,Tame Impala,FALSE
22960,2020,63,584,Work,Best Alternative Music Album,Fetch The Bolt Cutters,Fiona Apple,TRUE
22961,2020,63,585,Work,Best Traditional Blues Album,You Make Me Feel,Don Bryant,FALSE
22962,2020,63,585,Work,Best Traditional Blues Album,All My Dues Are Paid,Frank Bey,FALSE
22963,2020,63,585,Work,Best Traditional Blues Album,Cypress Grove,"Jimmy ""Duck"" Holmes",FALSE
22964,2020,63,585,Work,Best Traditional Blues Album,That's What I Heard,Robert Cray Band,FALSE
22965,2020,63,585,Work,Best Traditional Blues Album,Rawer Than Raw,Bobby Rush,TRUE
22966,2020,63,586,Work,Best Contemporary Blues Album,Blackbirds,Bettye LaVette,FALSE
22967,2020,63,586,Work,Best Contemporary Blues Album,The Juice,G. Love,FALSE
22968,2020,63,586,Work,Best Contemporary Blues Album,Up And Rolling,North Mississippi Allstars,FALSE
22969,2020,63,586,Work,Best Contemporary Blues Album,Live At The Paramount,Ruthie Foster Big Band,FALSE
22970,2020,63,586,Work,Best Contemporary Blues Album,Have You Lost Your Mind Yet?,Fantastic Negrito,TRUE
22971,2020,63,594,Work,Best Orchestral Performance,Aspects Of America - Pulitzer Edition,"Carlos Kalmar, conductor (Oregon Symphony)",FALSE
22972,2020,63,594,Work,Best Orchestral Performance,Concurrence,"Dan铆el Bjarnason, conductor (Iceland Symphony Orchestra)",FALSE
22973,2020,63,594,Work,Best Orchestral Performance,Lutoslawski: Symphonies Nos. 2 & 3,"Hannu Lintu, conductor (Finnish Radio Symphony Orchestra)",FALSE
22974,2020,63,594,Work,Best Orchestral Performance,Copland: Symphony No. 3,"Michael Tilson Thomas, conductor (San Francisco Symphony)",FALSE
22975,2020,63,594,Work,Best Orchestral Performance,Ives: Complete Symphonies,"Gustavo Dudamel, conductor; Dmitriy Lipay, producer; Alexander Lipay & Dmitriy Lipay, engineers/mixers (Los Angeles Philharmonic)",TRUE
22976,2020,63,595,Work,Best Opera Recording,Zemlinsky: Der Zwerg,"Donald Runnicles, conductor; David Butt Philip & Elena Tsallagova; Peter Ghirardini & Erwin St眉rzer, producers (Orchestra Of The Deutsche Oper Berlin; Chorus Of The Deutsche Oper Berlin)",FALSE
22977,2020,63,595,Work,Best Opera Recording,Dello Joio: The Trial At Rouen,"Gil Rose, conductor; Heather Buck & Stephen Powell; Gil Rose, producer (Boston Modern Orchestra Project; Odyssey Opera Chorus)",FALSE
22978,2020,63,595,Work,Best Opera Recording,Handel: Agrippina,"Maxim Emelyanychev, conductor; Elsa Benoit, Joyce DiDonato, Franco Fagioli, Jakub J贸zef Orlinski & Luca Pisaroni; Daniel Zalay, producer (Il Pomo D'Oro)",FALSE
22979,2020,63,595,Work,Best Opera Recording,"Floyd, C.: Prince Of Players","William Boggs, conductor; Alexander Dobson, Keith Phares & Kate Royal; Blanton Alspaugh, producer (Milwaukee Symphony Orchestra; Florentine Opera Chorus)",FALSE
22980,2020,63,595,Work,Best Opera Recording,Gershwin: Porgy And Bess,"David Robertson, conductor; David Frost, producer; Frederick Ballentine, Angel Blue, Denyce Graves, Latonia Moore & Eric Owens, soloists; John Kerswell, engineer/mixer (The Metropolitan Opera Chorus; The Metropolitan Opera Orchestra)",TRUE
22981,2020,63,596,Work,Best Choral Performance,Carthage,"Donald Nally, conductor (The Crossing)",FALSE
22982,2020,63,596,Work,Best Choral Performance,Moravec: Sanctuary Road,"Kent Tritle, conductor (Joshua Blue, Raehann Bryce-Davis, Dashon Burton, Malcolm J. Merriweather & Laquita Mitchell; Oratorio Society Of New York Orchestra; Oratorio Society Of New York Chorus)",FALSE
22983,2020,63,596,Work,Best Choral Performance,Kastalsky: Requiem,"Leonard Slatkin, conductor; Charles Bruffy, Steven Fox & Benedict Sheehan, chorus masters (Joseph Charles Beutel & Anna Dennis; Orchestra Of St. Luke's; Cathedral Choral Society, The Clarion Choir, Kansas City Chorale & The Saint Tikhon Choir)",FALSE
22984,2020,63,596,Work,Best Choral Performance,Once Upon A Time,"Matthew Guard, conductor (Sarah Walker; Skylark Vocal Ensemble)",FALSE
22985,2020,63,596,Work,Best Choral Performance,Danielpour: The Passion Of Yeshua,"James K. Bass & Adam Luebke, chorus masters; JoAnn Falletta, conductor; Bernd Gottinger, producer; Bernd Gottinger, engineer/mixer (James K. Bass, J'Nai Bridges, Timothy Fallon, Kenneth Overton, Hila Plitmann & Matthew Worth; Buffalo Philharmonic Chorus & UCLA Chamber Singers; Buffalo Philharmonic Orchestra)",TRUE
22986,2020,63,601,Work,Best Contemporary Classical Composition,"Floyd, C.: Prince Of Players","Carlisle Floyd, composer (William Boggs, Kate Royal, Keith Phares, Florentine Opera Chorus & Milwaukee Symphony Orchestra)",FALSE
22987,2020,63,601,Work,Best Contemporary Classical Composition,Danielpour: The Passion Of Yeshua,"Richard Danielpour, composer (JoAnn Falletta, James K. Bass, Adam Luebke, UCLA Chamber Singers, Buffalo Philharmonic Orchestra & Buffalo Philharmonic Chorus)",FALSE
22988,2020,63,601,Work,Best Contemporary Classical Composition,"Hearne, T.: Place","Ted Hearne, composer (Ted Hearne, Steven Bradshaw, Sophia Byrd, Josephine Lee, Isaiah Robinson, Sol Ruiz, Ayanna Woods & Place Orchestra)",FALSE
22989,2020,63,601,Work,Best Contemporary Classical Composition,Ad猫s: Concerto For Piano And Orchestra,"Thomas Ad猫s, composer (Kirill Gerstein, Thomas Ad猫s & Boston Symphony Orchestra)",FALSE
22990,2020,63,601,Work,Best Contemporary Classical Composition,Rouse: Symphony No. 5,"Christopher Rouse, composer (Giancarlo Guerrero & Nashville Symphony)",TRUE
22991,2020,63,609,Work,Best Country Song,More Hearts Than Mine,"Ingrid Andress, Sam Ellis & Derrick Southerland, songwriters (Ingrid Andress)",FALSE
22992,2020,63,609,Work,Best Country Song,Some People Do,"Jesse Frasure, Shane McAnally, Matthew Ramsey & Thomas Rhett, songwriters (Old Dominion)",FALSE
22993,2020,63,609,Work,Best Country Song,Bluebird,"Luke Dick, Natalie Hemby & Miranda Lambert, songwriters (Miranda Lambert)",FALSE
22994,2020,63,609,Work,Best Country Song,The Bones,"Maren Morris, Jimmy Robbins & Laura Veltz, songwriters (Maren Morris)",FALSE
22995,2020,63,609,Work,Best Country Song,Crowded Table,"Brandi Carlile, Natalie Hemby & Lori McKenna, songwriters (The Highwomen)",TRUE
22996,2020,63,610,Work,Best Country Album,Never Will,Ashley McBryde,FALSE
22997,2020,63,610,Work,Best Country Album,Your Life Is A Record,Brandy Clark,FALSE
22998,2020,63,610,Work,Best Country Album,Lady Like,Ingrid Andress,FALSE
22999,2020,63,610,Work,Best Country Album,Nightfall,Little Big Town,FALSE
23000,2020,63,610,Work,Best Country Album,Wildcard,Miranda Lambert,TRUE
23001,2020,63,611,Work,Best Bluegrass Album,"The John Hartford Fiddle Tune Project, Vol. 1",(Various Artists),FALSE
23002,2020,63,611,Work,Best Bluegrass Album,Man On Fire,Danny Barnes,FALSE
23003,2020,63,611,Work,Best Bluegrass Album,North Carolina Songbook,Steep Canyon Rangers,FALSE
23004,2020,63,611,Work,Best Bluegrass Album,"To Live In Two Worlds, Vol. 1",Thomm Jutz,FALSE
23005,2020,63,611,Work,Best Bluegrass Album,Home,Billy Strings,TRUE
23006,2020,63,612,Work,Best Instrumental Composition,Plumfield,"Alexandre Desplat, composer (Alexandre Desplat)",FALSE
23007,2020,63,612,Work,Best Instrumental Composition,Baby Jack,"Arturo O'Farrill, composer (Arturo O'Farrill & The Afro Latin Jazz Orchestra)",FALSE
23008,2020,63,612,Work,Best Instrumental Composition,Be Water II,"Christian Sands, composer (Christian Sands)",FALSE
23009,2020,63,612,Work,Best Instrumental Composition,Strata,"Remy Le Boeuf, composer (Remy Le Boeuf's Assembly Of Shadows Featuring Anna Webber & Eric Miller)",FALSE
23010,2020,63,612,Work,Best Instrumental Composition,Sputnik,"Maria Schneider, composer (Maria Schneider)",TRUE
23011,2020,63,613,Work,Best Score Soundtrack For Visual Media,Star Wars: The Rise Of Skywalker,"John Williams, composer",FALSE
23012,2020,63,613,Work,Best Score Soundtrack For Visual Media,Becoming,"Kamasi Washington, composer",FALSE
23013,2020,63,613,Work,Best Score Soundtrack For Visual Media,Ad Astra,"Max Richter, composer",FALSE
23014,2020,63,613,Work,Best Score Soundtrack For Visual Media,1917,"Thomas Newman, composer",FALSE
23015,2020,63,613,Work,Best Score Soundtrack For Visual Media,Joker,"Hildur Gu冒nad贸ttir, composer; Hildur Gu冒nad贸ttir & Sam Slater, producers; Simon Goff, Daniel Kresco, Tim Machiafava, Antonio Pulli & Alex Vengeur, engineers/mixers (Hildur Gu冒nad贸ttir)",TRUE
23016,2020,63,614,Work,Best Song Written For Visual Media,Beautiful Ghosts [From Cats],"Andrew Lloyd Webber & Taylor Swift, songwriters (Taylor Swift)",FALSE
23017,2020,63,614,Work,Best Song Written For Visual Media,Carried Me With You [From Onward],"Brandi Carlile, Phil Hanseroth & Tim Hanseroth, songwriters (Brandi Carlile)",FALSE
23018,2020,63,614,Work,Best Song Written For Visual Media,Stand Up [From Harriet],"Joshuah Brian Campbell & Cynthia Erivo, songwriters (Cynthia Erivo)",FALSE
23019,2020,63,614,Work,Best Song Written For Visual Media,Into The Unknown [From Frozen 2],"Kristen Anderson-Lopez & Robert Lopez, songwriters (Idina Menzel & AURORA)",FALSE
23020,2020,63,614,Work,Best Song Written For Visual Media,No Time To Die [From No Time To Die],"Billie Eilish O'Connell & Finneas Baird O'Connell, songwriters (Billie Eilish)",TRUE
23021,2020,63,615,Work,Best Boxed Or Special Limited Edition Package,Mode,"Jeff Schulz & Paul A. Taylor, art directors (Depeche Mode)",FALSE
23022,2020,63,615,Work,Best Boxed Or Special Limited Edition Package,Flaming Pie (Collector's Edition),"Linn Wie Andersen, Simon Earith, Paul McCartney & James Musgrave, art directors (Paul McCartney)",FALSE
23023,2020,63,615,Work,Best Boxed Or Special Limited Edition Package,"Giants Stadium 1987, 1989, 1991","Lisa Glines & Doran Tyson, art directors (Grateful Dead)",FALSE
23024,2020,63,615,Work,Best Boxed Or Special Limited Edition Package,The Story Of Ghostly International,"Michael Cina & Molly Smith, art directors (Various Artists)",FALSE
23025,2020,63,615,Work,Best Boxed Or Special Limited Edition Package,Ode To Joy,"Lawrence Azerrad & Jeff Tweedy, art directors (Wilco)",TRUE
23026,2020,63,618,Work,"Best Arrangement, Instrumental Or A Cappella",Lift Every Voice And Sing,"Alvin Chea & Jarrett Johnson, arrangers (Jarrett Johnson Featuring Alvin Chea)",FALSE
23027,2020,63,618,Work,"Best Arrangement, Instrumental Or A Cappella",Bathroom Dance,"Hildur Gu冒nad贸ttir, arranger (Hildur Gu冒nad贸ttir)",FALSE
23028,2020,63,618,Work,"Best Arrangement, Instrumental Or A Cappella",Uranus: The Magician,"Jeremy Levy, arranger (Jeremy Levy Jazz Orchestra)",FALSE
23029,2020,63,618,Work,"Best Arrangement, Instrumental Or A Cappella",Honeymooners,"Remy Le Boeuf, arranger (Remy Le Boeuf's Assembly Of Shadows)",FALSE
23030,2020,63,618,Work,"Best Arrangement, Instrumental Or A Cappella",Donna Lee,"John Beasley, arranger (John Beasley)",TRUE
23031,2020,63,619,Work,"Best Arrangement, Instruments And Vocals",From This Place,"Alan Broadbent & Pat Metheny, arrangers (Pat Metheny Featuring Meshell Ndegeocello)",FALSE
23032,2020,63,619,Work,"Best Arrangement, Instruments And Vocals",Desert Song,"Erin Bentlage, Sara Gazarek, Johnaye Kendrick & Amanda Taylor, arrangers (s盲je)",FALSE
23033,2020,63,619,Work,"Best Arrangement, Instruments And Vocals",Asas Fechadas,"John Beasley & Maria Mendes, arrangers (Maria Mendes Featuring John Beasley & Orkest Metropole)",FALSE
23034,2020,63,619,Work,"Best Arrangement, Instruments And Vocals",Slow Burn,"Talia Billig, Nic Hard & Becca Stevens, arrangers (Becca Stevens Featuring Jacob Collier, Mark Lettieri, Justin Stanton, Jordan Perlson, Nic Hard, Keita Ogawa, Marcelo Woloski & Nate Werth)",FALSE
23035,2020,63,619,Work,"Best Arrangement, Instruments And Vocals",He Won't Hold You,"Jacob Collier, arranger (Jacob Collier Featuring Rapsody)",TRUE
23036,2020,63,620,Work,Best Recording Package,On Circles,"Jordan Butcher, art director (Caspian)",FALSE
23037,2020,63,620,Work,Best Recording Package,Healer,"Julian Gross & Hannah Hooper, art directors (Grouplove)",FALSE
23038,2020,63,620,Work,Best Recording Package,Funeral,"Kyle Goen & Alex Kalatschinow, art directors (Lil Wayne)",FALSE
23039,2020,63,620,Work,Best Recording Package,Everyday Life,"Pilar Zeta, art director (Coldplay)",FALSE
23040,2020,63,620,Work,Best Recording Package,Vols. 11 & 12,"Doug Cunningham & Jason Noto, art directors (Desert Sessions)",TRUE
23041,2020,63,621,Work,Best Album Notes,The Missing Link: How Gus Haenschen Got Us From Joplin To Jazz And Shaped The Music Business,"Colin Hancock, album notes writer (Various Artists)",FALSE
23042,2020,63,621,Work,Best Album Notes,Out Of A Clear Blue Sky,"David Sager, album notes writer (Nat Brusiloff)",FALSE
23043,2020,63,621,Work,Best Album Notes,"The Bakersfield Sound: Country Music Capital Of The West, 1940-1974","Scott B. Bomar, album notes writer (Various Artists)",FALSE
23044,2020,63,621,Work,Best Album Notes,"At The Minstrel Show: Minstrel Routines From The Studio, 1894-1926","Tim Brooks, album notes writer (Various Artists)",FALSE
23045,2020,63,621,Work,Best Album Notes,Dead Man's Pop,"Bob Mehr, album notes writer (The Replacements)",TRUE
23046,2020,63,622,Work,Best Historical Album,Throw Down Your Heart: The Complete Africa Sessions,"B茅la Fleck, compilation producer; Richard Dodd, mastering engineer (B茅la Fleck)",FALSE
23047,2020,63,622,Work,Best Historical Album,Souvenir,"Carolyn Agger, compilation producer; Miles Showell, mastering engineer (Orchestral Manoeuvres In The Dark)",FALSE
23048,2020,63,622,Work,Best Historical Album,"Celebrated, 1895-1896","Meagan Hennessey & Richard Martin, compilation producers; Richard Martin, mastering engineer (Unique Quartette)",FALSE
23049,2020,63,622,Work,Best Historical Album,1999 Super Deluxe Edition,"Trevor Guy, Michael Howe & Kirk Johnson, compilation producers; Bernie Grundman, mastering engineer (Prince)",FALSE
23050,2020,63,622,Work,Best Historical Album,Hittin' The Ramp: The Early Years (1936 - 1943),"Zev Feldman, Will Friedwald & George Klabin, compilation producers; Matthew Lutthans, mastering engineer (Nat King Cole)",FALSE
23051,2020,63,622,Work,Best Historical Album,It's Such A Good Feeling: The Best Of Mister Rogers,"Lee Lodyga & Cheryl Pawelski, compilation producers; Michael Graves, mastering engineer (Mister Rogers)",TRUE
23052,2020,63,627,Work,Record Of The Year,Black Parade,Beyonc茅,FALSE
23053,2020,63,627,Work,Record Of The Year,Colors,Black Pumas,FALSE
23054,2020,63,627,Work,Record Of The Year,Rockstar,DaBaby Featuring Roddy Ricch,FALSE
23055,2020,63,627,Work,Record Of The Year,Say So,Doja Cat,FALSE
23056,2020,63,627,Work,Record Of The Year,Don't Start Now,Dua Lipa,FALSE
23057,2020,63,627,Work,Record Of The Year,Savage,Megan Thee Stallion Featuring Beyonc茅,FALSE
23058,2020,63,627,Work,Record Of The Year,Circles,Post Malone,FALSE
23059,2020,63,627,Work,Record Of The Year,Everything I Wanted,Billie Eilish,TRUE
23060,2020,63,628,Work,Album Of The Year,Black Pumas (Deluxe Edition),Black Pumas,FALSE
23061,2020,63,628,Work,Album Of The Year,Everyday Life,Coldplay,FALSE
23062,2020,63,628,Work,Album Of The Year,Future Nostalgia,Dua Lipa,FALSE
23063,2020,63,628,Work,Album Of The Year,Women In Music Pt. III,HAIM,FALSE
23064,2020,63,628,Work,Album Of The Year,Djesse Vol.3,Jacob Collier,FALSE
23065,2020,63,628,Work,Album Of The Year,Chilombo,Jhen茅 Aiko,FALSE
23066,2020,63,628,Work,Album Of The Year,Hollywood's Bleeding,Post Malone,FALSE
23067,2020,63,628,Work,Album Of The Year,Folklore,Taylor Swift,TRUE
23068,2020,63,629,Work,Song Of The Year,Cardigan,"Aaron Dessner & Taylor Swift, songwriters (Taylor Swift)",FALSE
23069,2020,63,629,Work,Song Of The Year,Everything I Wanted,"Billie Eilish O'Connell & Finneas O'Connell, songwriters (Billie Eilish)",FALSE
23070,2020,63,629,Work,Song Of The Year,Don't Start Now,"Caroline Ailin, Ian Kirkpatrick, Dua Lipa & Emily Warren, songwriters (Dua Lipa)",FALSE
23071,2020,63,629,Work,Song Of The Year,Black Parade,"Denisia Andrews, Beyonc茅, Stephen Bray, Shawn Carter, Brittany Coney, Derek James Dixie, Akil King, Kim ""Kaydence"" Krysiuk & Rickie ""Caso"" Tice, songwriters (Beyonc茅)",FALSE
23072,2020,63,629,Work,Song Of The Year,If The World Was Ending,"Julia Michaels & JP Saxe, songwriters (JP Saxe Featuring Julia Michaels)",FALSE
23073,2020,63,629,Work,Song Of The Year,The Box,"Larrance Dopson, Samuel Gloade, Rodrick Moore, Adarius Moragne, Eric Sloan & Khirye Anthony Tyler, songwriters (Roddy Ricch)",FALSE
23074,2020,63,629,Work,Song Of The Year,Circles,"Louis Bell, Adam Feeney, Kaan Gunesberk, Austin Post & Billy Walsh, songwriters (Post Malone)",FALSE
23075,2020,63,629,Work,Song Of The Year,I Can't Breathe,"Dernst Emile II, H.E.R. & Tiara Thomas, songwriters (H.E.R.)",TRUE
23076,2020,63,630,Nominee,Best New Artist,,Chika,FALSE
23077,2020,63,630,Nominee,Best New Artist,,D Smoke,FALSE
23078,2020,63,630,Nominee,Best New Artist,,Doja Cat,FALSE
23079,2020,63,630,Nominee,Best New Artist,,Ingrid Andress,FALSE
23080,2020,63,630,Nominee,Best New Artist,,Kaytranada,FALSE
23081,2020,63,630,Nominee,Best New Artist,,Noah Cyrus,FALSE
23082,2020,63,630,Nominee,Best New Artist,,Phoebe Bridgers,FALSE
23083,2020,63,630,Nominee,Best New Artist,,Megan Thee Stallion,TRUE
23084,2020,63,658,Work,Best Jazz Vocal Album,Modern Ancestors,Carmen Lundy,FALSE
23085,2020,63,658,Work,Best Jazz Vocal Album,What's The Hurry,Kenny Washington,FALSE
23086,2020,63,658,Work,Best Jazz Vocal Album,Holy Room: Live At Alte Oper,Somi With Frankfurt Radio Big Band Conducted By John Beasley,FALSE
23087,2020,63,658,Work,Best Jazz Vocal Album,Ona,Thana Alexa,FALSE
23088,2020,63,658,Work,Best Jazz Vocal Album,Secrets Are The Best Stories,Kurt Elling Featuring Danilo P茅rez,TRUE
23089,2020,63,659,Work,Best Improvised Jazz Solo,Guinevere,"Christian Scott aTunde Adjuah, soloist",FALSE
23090,2020,63,659,Work,Best Improvised Jazz Solo,Celia,"Gerald Clayton, soloist",FALSE
23091,2020,63,659,Work,Best Improvised Jazz Solo,Moe Honk,"Joshua Redman, soloist",FALSE
23092,2020,63,659,Work,Best Improvised Jazz Solo,Pachamama,"Regina Carter, soloist",FALSE
23093,2020,63,659,Work,Best Improvised Jazz Solo,All Blues,"Chick Corea, soloist",TRUE
23094,2020,63,660,Work,Best Jazz Instrumental Album,On The Tender Spot Of Every Calloused Moment,Ambrose Akinmusire,FALSE
23095,2020,63,660,Work,Best Jazz Instrumental Album,Happening: Live At The Village Vanguard,Gerald Clayton,FALSE
23096,2020,63,660,Work,Best Jazz Instrumental Album,RoundAgain,Redman Mehldau McBride Blade,FALSE
23097,2020,63,660,Work,Best Jazz Instrumental Album,Waiting Game,Terri Lyne Carrington + Social Science,FALSE
23098,2020,63,660,Work,Best Jazz Instrumental Album,Trilogy 2,"Chick Corea, Christian McBride & Brian Blade",TRUE
23099,2020,63,661,Work,Best Large Jazz Ensemble Album,Dialogues On Race,Gregg August,FALSE
23100,2020,63,661,Work,Best Large Jazz Ensemble Album,MONK'estra Plays John Beasley,John Beasley,FALSE
23101,2020,63,661,Work,Best Large Jazz Ensemble Album,Songs You Like A Lot,"John Hollenbeck With Theo Bleckmann, Kate McGarry, Gary Versace And The Frankfurt Radio Big Band",FALSE
23102,2020,63,661,Work,Best Large Jazz Ensemble Album,The Intangible Between,Orrin Evans And The Captain Black Big Band,FALSE
23103,2020,63,661,Work,Best Large Jazz Ensemble Album,Data Lords,Maria Schneider Orchestra,TRUE
23104,2020,63,662,Work,Best Latin Jazz Album,Tradiciones,Afro-Peruvian Jazz Orchestra,FALSE
23105,2020,63,662,Work,Best Latin Jazz Album,City Of Dreams,Chico Pinheiro,FALSE
23106,2020,63,662,Work,Best Latin Jazz Album,Viento Y Tiempo - Live At Blue Note Tokyo,Gonzalo Rubalcaba & Aym茅e Nuviola,FALSE
23107,2020,63,662,Work,Best Latin Jazz Album,Trane's Delight,Poncho Sanchez,FALSE
23108,2020,63,662,Work,Best Latin Jazz Album,Four Questions,Arturo O'Farrill & The Afro Latin Jazz Orchestra,TRUE
23109,2020,63,664,Work,Best Latin Pop Or Urban Album,Por Primera Vez,Camilo,FALSE
23110,2020,63,664,Work,Best Latin Pop Or Urban Album,3:33,Debi Nova,FALSE
23111,2020,63,664,Work,Best Latin Pop Or Urban Album,Mesa Para Dos,Kany Garc铆a,FALSE
23112,2020,63,664,Work,Best Latin Pop Or Urban Album,Pausa,Ricky Martin,FALSE
23113,2020,63,664,Work,Best Latin Pop Or Urban Album,YHLQMDLG,Bad Bunny,TRUE
23114,2020,63,665,Work,Best Tropical Latin Album,Infinito,Edwin Bonilla,FALSE
23115,2020,63,665,Work,Best Tropical Latin Album,Sigo Cantando Al Amor (Deluxe),Jorge Celedon & Sergio Luis,FALSE
23116,2020,63,665,Work,Best Tropical Latin Album,Mi Tumbao,"Jos茅 Alberto ""El Ruise帽or""",FALSE
23117,2020,63,665,Work,Best Tropical Latin Album,Memorias De Navidad,V铆ctor Manuelle,FALSE
